"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15265","Page Item List test","","2026-05-14","passed","2026-05-14","","ClientAppPageObject.spec.js","",""
